filename,is_spam,in_reply,subj_caps,attachments
00189.c69e4af5bfa5a1bcb403eefe112e5e45,N,Y,N,N
0215.1ffcedd5f17f05e48d04a0a634154c93,N,N,N,N
00010.e82bd1f5f7eae426682a7f8e4cbf1ae6,N,N,N,Y
0161.199b3947c40a3a72ab6407d91eee0557,N,N,N,N
00145.add788f54fc2fddd54a58292cc485df3,N,N,N,N
0124.c62aedaf5026c8308691697beff88744,N,N,N,Y
00240.8623673c2a6f2cde10ab31423f708feb,N,N,N,Y
00032.f84b348f70e22edf30de5cc219e50e36,N,N,N,N
00181.01c5d96083c6e7770b1704791cf4bb3e,N,N,N,N
0026.3824ad4c30f4e1bd3e3d37057e9359a6,N,N,N,Y
0180.d0c8419e4982b2fa0c716508fb783a68,N,N,Y,N
00048.edce23084d9ebd5cd49924ba4bd2c344,N,N,N,N
00204.3f44646104dbe9da75d726e4e283b7fb,N,N,N,Y
00045.f1d1f852b14ac9cc7b8af57fed17e1dc,N,N,N,N
00054.7e71da5e65cb85d5c483c3de59a5d63b,N,N,N,N
00196.a1dbbf4dd324bb585342320e1ca42e2f,N,N,N,Y
0220.eb242d1945f31e1c05ae1df9b3bf2537,N,N,N,N
00168.f8f56df10d37e1b1a50747cf9708e8b4,N,N,N,Y
0098.e9afe23402251639779bbc1fa0476a9e,N,N,N,Y
00216.c9852e64c18b291305ab7831c12c579d,N,N,N,N
0068.f68cf801185aa7338a1d9c4f7f94f9e3,N,N,N,N
0236.62765917ab1fc98fe9e118aef0894765,N,N,N,N
00133.3e322807150a5e6584ba59accf6b05f4,N,N,N,N
00244.6b536755550a406301a4dbd482341125,N,N,N,N
0046.21f3118a4e2dcbd69da205122a74c9a4,N,N,N,N
0234.c0f66f67b77b7c0e9ad66bd7abaf5f55,N,N,N,N
0112.c4b72b2b2c41d649c3bd0da4230b8209,N,N,N,N
0199.bdcf433ea9d96d36e5a564d787aaa926,N,N,N,N
00129.084838d544f87b7ec7446ca4fc0052fa,N,N,N,N
0019.ae2729d4b8ec4324da2fe392fe4429d6,N,N,N,N
0206.6a591b7b90744a8a411dd6f8c0e73ca6,N,N,N,N
00182.faa5af3977c98a99ae796d3e56e830be,N,N,N,N
0004.409015be23edf1c42f319a870114664c,N,N,N,N
00192.660d3367a86966f1a2a38d328215c905,N,N,Y,N
0201.a69d994a7a76f49be4f4e8b839adc00a,N,N,N,Y
0015.83cd6f657e9603870fae4eb810bc5995,N,N,N,N
0057.717eebaa7c78882c834af60986732047,N,N,N,N
0018.4c0db481993d05a5a0d1ff09eb9faace,N,N,N,N
0059.25b37bae69bc0677f978d000dd27b0ba,N,N,N,N
00206.50203232b4a56887be213f8d9a5f6e4f,N,N,N,N
0175.9da6791d7966edcb9afaab078736deb1,N,N,N,N
0128.cec40637e142496b2603c0ee474d05e7,N,N,N,N
00139.8164b7e486cc17d8f2c921f99e05ed10,N,N,N,Y
0247.9afc6950aad655603a1f70edf4ba2bb7,N,N,N,N
0093.cfcd17be3040443dac38f2ac62a5e6da,N,N,N,N
0022.2988baa63bae8377269759384f4d73bc,N,N,N,Y
0117.fddcee5e4df575edc769d13a84cb32fe,N,N,N,Y
00105.e036059691d419bf35813576e85aecce,N,N,N,N
0157.09827ed42b5f694067929fc00393630e,N,N,N,Y
00207.3220a87d3a67fa61c448256e39017ea5,N,N,N,N
0209.2f5c7d5bc39fefaae26e95ed5d8538cb,N,N,N,N
0242.cc7e33f6fb35ec73315649e151d66111,N,N,N,Y
00149.f6fddcb1750a61e5e085e22a4fa08912,N,N,N,Y
0005.ebf0581994d57466ee431c7e5cf7794d,N,N,N,N
0102.b695d3ad06a93e2582942191f2625775,N,N,N,N
00162.cef6a9e09dce1854e04dfb65cd040f6d,N,N,N,N
00108.c616dad1b875643b5f48452beadf54b0,N,N,N,N
0086.04312590605a3ce851e6b050f6f2de57,N,N,N,N
00062.5eb057b09783a140a81fd95ed583f60d,N,N,N,N
00190.df7dad2aae44ed8fda1db31c0b65534d,N,N,N,N
00155.b84fe135fb77395651a5b88a1f808cf9,N,N,N,N
00002.ca96f74042d05c1a1d29ca30467cfcd5,N,N,N,N
00101.35e2f90cbe45708b1c1dcb606b554ca7,N,N,N,N
00026.bb0f14a06b51317f3fc7854cdaae5cdb,N,N,N,N
00160.0f0cc01d1f3ec5eff12ca6ee90ea9841,N,N,N,Y
0159.bcc0a572f666161e68caf5313590bd3b,N,N,N,N
0126.d002ec3f8a9aff31258bf03d62abdafa,N,N,N,N
0191.47a4267102621d60e7de985f0f738f96,N,N,N,Y
00142.867eadc733e247d4ca299af0526e4e17,N,N,N,N
00067.78f9a9d537907424c503f4d29a2c24b4,N,N,N,N
00146.d0be2bddfe040fcd582b9cffe3116cb9,N,N,N,N
0197.68819fc91d34c82433074d7bd3127dcc,N,N,N,N
00177.81236553338cae51575b54c6a07426f9,N,N,N,N
00170.1a9e4779117adf05e9690401ab6bc6cb,N,Y,N,Y
0036.87385983942b734179f43c0d6a98877a,N,N,N,N
0076.a01ff724c532fc577e147fa5067a98b0,N,N,N,N
00121.92d8827f2a5d552697f3bd261e6c0399,N,N,N,N
0142.0220f772ab37ba8d5899fc62f6878edf,N,N,N,Y
0118.a5ef40817ff77d4c51fe1c3344a22772,N,N,N,N
00179.e07465b40c68c228dfb7133d8788e5cf,N,N,N,Y
0032.72c3e5f2fa8153c666ac73ce1fe69301,N,N,N,N
00132.bf2db722d16c3cece885fc6bf30b717e,N,N,N,N
00212.1459a647a827cc74ab6821fb2e9c8c93,N,N,N,N
0203.c5cd59a6164b565d92a6861f6491cac4,N,N,N,N
00171.1690d6d03d44bf0eca7db6fdeb0fd5b7,N,N,N,N
0160.6afa0b4b6fd169beb74a46759a413fda,N,Y,N,Y
00156.71dbfb9d9c57413a67cd865d58c776de,N,N,N,N
00068.9fad29898f9de2de79401e3112c4f4f6,N,N,N,N
0103.bc00398d739e5fcaee7def4053a1a325,N,N,N,N
0171.786d4f37f37d9043eb4fc2d3521b78b4,N,Y,N,N
0090.c635b9156abd6dc5e823c0fbf6784a00,N,N,N,N
0196.9dc01775acba34e580ddf9a56ea6891e,N,N,N,N
0165.18c2e9e1217c3a39dc3b2b9199c061ff,N,N,N,N
00247.42534d5df0700cb2adf240556c539947,N,N,N,N
0020.e5ece82dbfb6bc8e293f42622847cf4a,N,N,N,N
00058.1af25be2ce8df45186febc96c29c6109,N,N,N,N
0168.763c69f3bcd63f717973b33bd623c0cf,N,N,N,N
00017.840244edb8cc88aba7129296ea536212,N,N,N,Y
cmds,N,N,N,N
00071.c101f559f8fb74cad5caf665a3713c34,N,N,N,N
00034.a3365d4376445f183171dad145d0b82d,N,N,N,N
00098.1dcbcaac22d03392c7bcfb4e86bc3c39,N,N,N,N
0231.7c6cc716ce3f3bfad7130dd3c8d7b072,N,N,N,N
0092.713381323ace2b4dcfd199b0a6e37d1f,N,N,N,N
0016.78bb8fe3937725c2fa25f4c35049cbff,N,N,N,N
00153.ed096ffdeb400b9697bb01c41814f7e6,N,N,N,Y
0064.e734509b9d9c377ce658371aaf23cb9c,N,N,N,N
00097.90200a177414673b08df827239a0b9dc,N,N,N,N
0049.4fa50cd805f98094b0523c763ec15d43,N,N,N,N
00024.9d2b87b00039e2527adfebd188dd3e98,N,N,N,N
0091.e58454a15b042d784ac1b882e84d1a91,N,N,N,N
00052.706355b468fdd6ec4a291c1cef07436f,N,N,N,N
0084.ba0c10521c2c57d8047425d27b715d82,N,N,N,N
00219.bb4a484a40986c42d278eae309558892,N,N,N,N
00092.dea3df11dafb2cdd838b42fc3b9ead09,N,N,N,Y
0149.e1ec56ec424ba53efb7b0a20cf50bec1,N,Y,N,N
00245.ad6a6e01bee8f1d84541fb127a86e31f,N,N,N,Y
0094.b3c07fb6511124bee5482743dbb9b2a1,N,N,N,N
00243.3bcfd197aa4187ca654e9b874d9c7833,N,N,N,Y
0177.7bf03ee9001454f9f3b4d258cd926098,N,N,N,N
00161.786d4f37f37d9043eb4fc2d3521b78b4,N,Y,N,N
0055.4c0a6eb2a79113071b05b84bf3851050,N,N,N,N
00205.bd40fad9d7f6867e5567ee7ac1452de5,N,N,N,N
00077.5bb73a24591aea238ff4c466aa16c6a5,N,N,N,N
00112.3851987ee7827b01ddb89bb99999adc4,N,N,N,N
0148.014cfdedea92c36045cd5a966f1e3796,N,N,N,N
0139.37c6b32ba39eaa510af007deef725ec2,N,N,N,N
0106.18a17ea14a3b19054865590946c02951,N,N,N,N
00235.942d5701daf62963c60e4a22ac76203b,N,N,N,N
0110.ee703cc28c9764a0d059472260ddc2f7,N,N,N,N
0081.bd5e31379a156bee77022a672548d34b,N,N,N,N
0144.ac882e3f2cd7c60dfa9c061637ba7ef7,N,N,N,Y
00029.844ef4d2066aab3fdf93692142d5911f,N,N,N,N
0104.3d0aad734b9c4d3a4902dace99863038,N,N,N,N
00012.58a866f18474d94989984958e1789df4,N,N,N,N
00060.bb5f0a4bb14bf8126f7024c538c22c92,N,N,N,N
00176.de59e6073d714bb1e1d2e9e8a45dd4c9,N,Y,N,Y
0204.9cc1bb260964bd6c5c5e4736f5f1ecd6,N,N,N,Y
00150.6757acfba013e1e9b138e2530101c9b8,N,N,N,Y
0189.c1612db4bc2ad5fd3d5fe35dad0e3a2b,N,N,N,N
0045.de344c9b463eb9f9e363afff3a323e11,N,N,N,N
00144.02ec2c8f4d1c6b004c9eba1bf124f8e3,N,N,N,N
00220.11f0abf371588687744d151b46903087,N,N,N,N
00239.b34c7d6ba5ea27164994dd139371f5d7,N,N,N,N
0114.bdb2ef06777c7fd65c3e8f0ab90c899a,N,N,N,N
0200.b3ec97a024684e66fd16c530f2e0a4f6,N,N,N,Y
0100.677049857629e4f2399fc01ab8085e26,N,N,N,N
00134.7abef045b7561e7ebb07de92e969bb9b,N,N,N,N
0133.d4a1ca8e0fcb12df4042bd8df916d69a,N,Y,N,Y
0141.82c48bdf90cb29370a2783a3523f3b04,N,N,N,N
0185.704c2b14ea22ac4937c30e0c25e253b3,N,N,N,N
00186.fe677caf46d7739f8b560388e1cdbbe2,N,N,N,N
0062.e3a985be60ba49bf4b084159189f7376,N,N,N,N
0121.05eb8cf2ea8592ffd4be29698e07f67b,N,N,N,N
0048.4e73c67f3a4096ba479d25a5edd240e1,N,N,N,N
00248.9599b06d2d2c08b57ff1de06316d66c0,N,N,N,N
0021.7c2e9c94ea3ec3a3ea116f01d1a5e539,N,N,N,N
0146.e49cd86bb6e497e11c9ca1ca27cd5893,N,N,N,Y
00126.4b3874844ccb78cd7ca2cd03876124b0,N,N,N,N
00053.64ab5b8544333b7c16af8c87b5ebe800,N,N,N,N
00116.28d07fa9ce0ad698cf6d7ccf1cb7e605,N,N,N,N
00018.75bf8472753f24aa22df72c7301e07ec,N,N,N,N
0122.11a1666297a9d767e7bc2866bf4f8482,N,N,N,N
00233.3731b99b0fb04bcf461d098d0570ea36,N,Y,N,Y
0182.b7ddf319da0b2846f1f78a20e7a6fc9c,N,N,N,Y
0063.d84fa51cf5329f5e5b2f0c83b7ec94d0,N,N,N,N
0244.4a88cbb01e5c7f05db4e12180bc122db,N,N,N,Y
00174.62cbd01979122b7c30b5eb301b834db2,N,N,N,N
00136.5a3b167888ad2dddf950359e492b953c,N,N,N,N
00016.47e87c7e7f6c78738ad4fb654dbdaaac,N,N,N,N
0082.d90dad45eec3020fbc0c8ffed76ae12d,N,N,N,N
00057.ccb4ce3e080b3a2957b7b257d85b850c,N,N,N,N
0207.b84fe135fb77395651a5b88a1f808cf9,N,N,N,N
0216.3aa0f2e88ef357632bc485b6bb2b3121,N,N,N,N
00157.431059ab68cc59ab6c09cb5cf454652c,N,N,N,N
00011.acdfa5be40e7b6c3ad3df28c63670c7c,N,N,N,N
00228.0eaef7857bbbf3ebf5edbbdae2b30493,N,N,N,N
0218.0e24cff47672d14846badc564585a93e,N,N,N,N
00180.c48e764a71e8baa907f4f623cbbf9b80,N,N,N,Y
00141.aed2892e7c6b98bbd7612722841db8db,N,N,N,N
0178.5b7f2a0e87c853e8c8e13d556c1320d2,N,Y,N,N
00172.872f136246d263a0a84b926277d26262,N,N,N,N
00109.869c6cf86d562eed3692f760e9320cc0,N,N,N,N
0190.5a3b0581835fba34b28985bbea2c8f41,N,N,N,N
00218.c8c8534c14d8e1b43c43a7565a16f28a,N,N,N,N
0116.5bba95bae3a932fe0d9ced8093ea5e3b,N,N,N,N
0061.6483b12feb81e79827e8b39a98e1a6a7,N,N,N,N
0219.62d4972416adbbd0e9fd583835622980,N,N,N,N
0001.f0cf04027e74802f09f723cb8916b48e,N,N,N,N
00202.8482d07f3281465b273327bb83bd9a39,N,N,N,N
00030.81e02cde7ddb4986b99b38a31ef8cf9a,N,N,N,N
0129.187d5f6eb8880e76a396afb77e9a7241,N,N,N,N
0152.11f72139fb68f9d4fdc1d72d6803437c,N,N,N,Y
00184.a4d52c736c7e7a0d16c28f06964d6853,N,N,N,N
0223.a4ac9d7b43ea2bbf8dbb763e9160ee95,N,N,N,N
0162.5258f5bbb6d86187bbd7b58851ce3b06,N,N,N,Y
00027.87ab6708d16f330c0cb84c42a2adf154,N,N,N,N
00195.892bab5152116f1fb3f1f0660135f193,N,N,N,N
00003.268fd170a3fc73bee2739d8204856a53,N,N,N,N
0167.e069a1be61effd430e3eea8441f5ae90,N,N,N,Y
00094.2775efe4f46c64a5ec4af86872a1548f,N,N,N,N
0024.aed7657369f5d6cffe71818d06a8de42,N,N,N,N
0163.0123b1afbae948c7fa80a8ab79786e16,N,N,N,Y
0211.bd3cf04241bf141dff4739b94b29f61c,N,N,N,N
00065.84b8fba96e680358bbd2c961fe356982,N,N,N,N
00198.9b71c90c298d453025eae7bbcc46018b,N,N,N,Y
00038.a5f3ff0736ac35b3102c6712ffed9a60,N,N,N,N
0183.d354a2c8435e0bf4fa6ba98a1a46ed35,N,N,N,N
0071.67b73cb2972c6e868f8e4da7c1e00728,N,N,N,N
00114.b9a6a48a7c95e5d57507e4f8de05c8de,N,N,N,N
0233.cecc5d590b4439a306e218b773adac08,N,N,N,N
0140.0d1eca4253384df024692c75f8540c4f,N,N,N,Y
00214.94d0d7dd09e7b4926f56071a11a2f984,N,N,N,N
0101.cd2b8042ad679e164e16512ab4448c79,N,N,N,N
00119.4cb9c1c20358b4c2a6df2cdc5670fe62,N,N,N,N
00227.7850f16f65811d6ca49bace718c34cb8,N,N,N,N
00046.026e41e68016ebba835a855d4e2af80f,N,N,N,N
0169.6ba188c524a39a3795a12518b0b27a4b,N,N,N,N
0226.7c7d6921e671bbe18ebb5f893cd9bb35,N,N,N,N
0011.f05ea98120d5d24b79119896b16cef66,N,N,N,N
00125.ae44df3c54c4ab59e4b0f1f63550f582,N,N,N,N
0006.b14155850b5d2dd221534f5595515459,N,N,N,N
00043.d8d12ae6c64ff65812f48641822d4892,N,N,N,N
0123.9d19f1f1473ce11154e898d5fd9e83da,N,N,N,N
0136.bd2d54da3eaadd1f4428f48a28844d39,N,N,N,N
00127.ab907b37736fd663c0db15b5575cc416,N,N,N,N
0056.5a2d7682765ade8f025450dfc82be013,N,N,N,N
00231.d01a3572441f108064892b75423f1efc,N,N,N,N
00187.cc3d499cfabdc2d517c1ff46e9fa1fdf,N,N,N,N
00084.b69a7b9d49f4fef05e0cd50c667f43cc,N,N,N,N
00188.ca158386faba622ccc6513fb41f10c5f,N,N,N,N
00083.5c1fe69b6ebb360baac59ddca2b9bda0,N,N,N,N
0245.1ffcedd5f17f05e48d04a0a634154c93,N,N,N,N
0227.34e6b6125909c0d998370aacc82daefe,N,N,N,Y
00040.78ac9f85875ccded71e3bbb55a7e6ac1,N,N,N,N
00091.7c3181e801c15b857b81100fba6f0519,N,N,N,N
00123.d9456f172d3424987c46cb49b7b6b012,N,N,N,N
00250.c7603b27a45284d12b49adf767b2b6fa,N,N,N,Y
0089.3d9fb6a3389140f0c6820b7b9f306082,N,N,N,N
0028.fd45453350359f2fca8fbf13ee44bf2d,N,N,N,N
00225.95a159ed59772e97b38119d58b57b059,N,N,N,N
0237.57081800f804ace547318b1bc499f4c6,N,N,N,Y
00224.0b10471bd4bcd9b5aad01f0431f72d9f,N,N,N,N
0079.394974089196bddcfb45e9afe5de4729,N,N,N,Y
0243.10129f7ac3cdf7aaf98bec60f1f3a2ef,N,N,N,N
0042.a6e6bbb86e12badb0f0cb871176e7493,N,N,N,Y
00050.22f61c80e6b78b95140773a3ef3848eb,N,N,N,N
0174.b78c73f91532150a15ced38fddbbedf4,N,Y,N,N
0083.1c3e3b1aaf3ae5007653c6b007e884c5,N,N,N,N
0115.32aa502e928becbe2db939baa9697928,N,N,N,N
00209.ea2b5d16e8491f2cd718e004db246a40,N,N,N,N
0154.b7e55edcd1795f418e9949a9092b8018,N,N,N,N
00061.ced4949974bf2c9bb387310f53172c9b,N,N,N,N
0212.303d36b53cbcad976738908b7c7ea688,N,N,N,N
0210.aa264fefcd8fe85855dc2f400c4683e7,N,N,N,N
00154.c3c99795c6f5d902ce025522136f8cd3,N,N,N,N
00193.0ec2d3762629686bdebde22f730a15e9,N,N,N,N
00035.a0e0e8cdca0b8352a9e9c2c81e5d5cd7,N,N,N,N
0074.b6030281bdc89e6b039b77b49a130867,N,N,N,N
00107.88cccf3d99a841ce92bdff029e137ed9,N,N,N,N
00020.eca3ca2c144cd6ceaf677f3d8b7b0eed,N,N,N,N
00200.a255046d0e3434e840e71179b89f2c6f,N,N,N,N
0217.9afc6950aad655603a1f70edf4ba2bb7,N,N,N,N
00222.57ad2fdad6b9fceaf7058603664df7e2,N,N,N,Y
0029.cebbcfd6de93eb527880fdc53e71c9f1,N,N,N,N
0027.67c81ed875f5095080aec2de21d50d70,N,N,N,N
0241.603a14ce10e319ac433b686a3f9e9999,N,N,N,N
0131.fa0961b38faf5f7e1a9ec384074a7142,N,N,N,N
00213.a4b9270a1dba3202064d9f743e265686,N,N,N,N
0095.3ab54d86bb56d59bdf2d4a1cd5626357,N,N,N,N
00140.1064ebb32a5625a958a6e38ffe9e061c,N,N,N,N
00152.651a40f1c0b2ba19122eccebccbae788,N,N,Y,N
00135.fc6adca276535ab323a5afc4cec23256,N,N,N,Y
0170.71dbfb9d9c57413a67cd865d58c776de,N,N,N,N
00075.7e1dad2c4dde79ba419379fcad78f2ca,N,N,N,N
0073.f27080aade7899011067836222260a45,N,N,N,N
00226.54521695be23019d664e33a1a7753355,N,N,N,Y
0222.c0f66f67b77b7c0e9ad66bd7abaf5f55,N,N,N,N
0240.651a40f1c0b2ba19122eccebccbae788,N,N,Y,N
0069.1619d00c647317402bd8fa9a52208059,N,N,N,N
00246.fdaacadac7143848978ea0af07eed070,N,N,N,Y
00082.a405e76faf9463d464229306b1e0c93f,N,N,N,N
0151.0402ce39c606a9988884acd4707463cf,N,N,N,Y
00089.db1c07c19e44a56e1a4d7b858ff2ef5e,N,N,N,N
0080.e44805299d6fa2525a63dbd61b46ca12,N,N,N,N
00169.251360b0bc97db8a080cc122ce0428fe,N,Y,N,Y
0058.4bec4e6fb854edf50efcc42c7398895e,N,N,N,N
00006.3409dec8ca4fcf2d6e0582554473b5c9,N,N,N,N
00230.244a63cd74c81123ef26129453e32c95,N,N,N,N
0105.715d378af3c7a2d96650489d6b31d44e,N,N,N,N
00015.ada83ed8f5e09b7dd5b268dafb0d7e8d,N,N,N,N
0085.4fb964cb2196252ba42e56c3fa73dfc0,N,N,N,N
0077.31f800b4c1ae3f38304bead296d558f0,N,N,N,N
0232.eb242d1945f31e1c05ae1df9b3bf2537,N,N,N,N
00008.b42457819236bee543bebffb61b91e44,N,N,N,Y
00163.9deb0d7d80f1ca7ad32c158ad63e65ca,N,N,N,N
0145.f3857becbb757216bd6224a2c217d1f7,N,N,N,Y
0224.62765917ab1fc98fe9e118aef0894765,N,N,N,N
00124.ac778f6679d31ae64aae6fdb88327fbb,N,N,N,N
00159.4ebed46c00f57c37a36d66184a08052c,N,N,N,N
00056.c17c95457d7524edd8a72b6de455c4d2,N,N,N,N
0138.6f5a6164234f79dfaaa530134395bef1,N,N,N,Y
00059.ad3ed6777e73773ebd7ee5455e6a43e3,N,N,N,N
00055.d4984b38068ffd0b982eb1e5c117512f,N,N,N,Y
00087.4563348fbfa23de502fee878d59ec671,N,N,N,N
00217.32dec0aaa44802e2bfa553ddce8f10d1,N,N,N,N
0087.6412e8694e9acaba1c61029437002a99,N,N,N,N
0031.6d5310f0ef66bc099725be92aab80398,N,N,N,N
00221.a381aa8211652ea0b51cee1f2d261fce,N,N,N,Y
0038.9fc6b97854121a9c1dc34b0160620558,N,N,N,N
00005.34bcaad58ad5f598f5d6af8cfa0c0465,N,N,N,N
00238.9dbdc03f5f3de9747872088766e3af89,N,N,N,N
00070.a6fc1e36f88c0bd0e0749274082938fc,N,N,N,N
00237.2ed2cce324d7ce55d991022301ab5923,N,N,N,N
0186.4d84e4bcd7c9ee568f5b33f8883a54ab,N,N,N,N
00122.c0299a711b7392c9e93da37cce2fdc90,N,N,N,N
0039.3607c74dc1b009386c48b366593ab199,N,N,N,N
00130.f1caab154ed658777c7c75bef652fba2,N,N,N,N
00036.b2641f0e9ff64695cf368088640bee0c,N,N,N,N
0156.d8a5e5bc0173393fb1e169921e1c3ee6,N,Y,N,Y
0172.6ee66cdc7ca685330f84d09379c995dd,N,N,N,N
00031.2ca10bdfae710ae978fe69ac84d9e98c,N,N,N,N
00033.a09f363a94e0c632227ab453b9fd4908,N,N,N,Y
00215.c81a55d190a825940310844263fd11e1,N,N,N,N
0208.df5d7a4e950a3aa80a71fbb5186b0f87,N,N,N,Y
00183.a008f2e258860eff155bb06a065f7d56,N,N,N,Y
00085.661f10298bde7a7c873f9d90fc343d4d,N,N,N,N
00203.f60fed4761dba24a8e626e8280d53191,N,N,N,Y
00158.8042a8d7b2a93ebdee1df8239cfea2b0,N,N,N,Y
00208.818667cfa44cba08793363ad0c1d3199,N,N,N,N
00249.b9183324a9726e8b6c8779045a921243,N,N,N,Y
00095.8649aca72a33fe998c9b95ad00dc4d7f,N,N,N,N
00120.4614aadda75cb2e069a6c22cabc5aea0,N,N,N,N
00049.7ed9039cd4c9cb59c4be39fdeaca0c64,N,N,N,N
0023.cb5d5eef370b20c455e62dd60f071fd9,N,N,N,N
00090.1c7c81d87c6d0824a52bebe66f186330,N,N,N,N
0120.472f6d6d8c73039c595840dd32206781,N,N,N,Y
00118.afcf98c4f10a53e86d033ddf95660b5d,N,N,N,N
0184.290d2aac65ac6b71689d7f223f1bb5fd,N,N,N,N
0108.fb6dd14733e5d6ea5b43a18d2ae30643,N,N,N,N
00148.6a591b7b90744a8a411dd6f8c0e73ca6,N,N,N,N
0107.2a822005f2b0fb70922c690ae6c2b4bf,N,N,N,N
00009.ddea79a02a9978cb3dafef3c05ff37a6,N,N,N,N
00064.a80b45bb0339ed948bbbd968c074c60e,N,N,N,Y
00242.fc258e3fb7c6c86571243691e28c1921,N,N,N,Y
0075.b233a905fb7f4cc8f9f878aeb9f7b36d,N,N,N,N
00106.8325a1afdd64c2945889fc4b0e80d363,N,N,N,N
0134.ca96f74042d05c1a1d29ca30467cfcd5,N,N,N,N
00004.68819fc91d34c82433074d7bd3127dcc,N,N,N,N
0067.e68ea49deda9195d0ed5a76fead4ed10,N,N,N,N
00167.728c686d0128f4d677a5658d865e6159,N,N,N,Y
00041.aee0699a14f472a43d9a9d178aa21d70,N,N,N,N
00111.9b8da30db6709b590398fe8923a7180c,N,N,N,Y
0158.ea156bc818540dd76784fac2f6969783,N,N,N,N
00022.66e4bce429ab25c5d2c7e8a1a38838a0,N,N,N,N
0072.f402a6a3597d1febbba535bf17345b22,N,N,N,N
0147.a8f9704ac90938addc69c4c09c14eb5e,N,N,N,N
0040.2dd88939d59c472d733cdaf1f49e075a,N,N,N,N
0173.7020d254bb5a5582cac3c174523e6f77,N,N,N,N
0176.f2008afaf29620e7f07bb6853809d55a,N,N,N,N
00100.78af3dc4c39277a6e1893f287cc2771f,N,N,N,N
0179.b2b936a8501444b213f61f9ff193b480,N,N,N,Y
0194.d25929908330db4d7f1d959a295651e0,N,N,N,N
0088.48d3bb634ecf0709b146a7575e9d6d22,N,N,N,N
00241.4e5262894127344225abfc680c35e3d3,N,Y,N,Y
0127.a26e8e698f479e0baf3d41c47ffcd33c,N,N,N,N
0192.cf20f9fad988387e4cf44390a7f2a2b4,N,N,N,N
0181.4750eb0bfa983cb33844255f8f6a2094,N,N,N,N
0155.4b7d1d147b6a15245d7ce572ef804b74,N,N,N,N
0109.a7cf1e85d45487b4b1eb01326ef7340e,N,N,N,N
00110.77ac47048cafa2fe2587182f6d6b19d2,N,N,N,N
0017.24b9a958860c4e29ddf4e58b4dc31c7e,N,N,N,N
00025.c27f4dd57c84c01305bd30bdee96810b,N,N,N,N
00249.5f45607c1bffe89f60ba1ec9f878039a,Y,N,N,N
0355.94ebf637e4bd3db8a81c8ce68ecf681d,Y,N,N,Y
0395.bb934e8b4c39d5eab38f828a26f760b4,Y,N,N,Y
0485.9021367278833179285091e5201f5854,Y,N,N,N
00373.ebe8670ac56b04125c25100a36ab0510,Y,N,Y,N
0343.0630afbe4ee1ffd0db0ffb81c6de98de,Y,N,N,Y
00214.1367039e50dc6b7adb0f2aa8aba83216,Y,N,N,Y
0125.44381546181fc6c5d7ea59e917f232c5,Y,N,N,N
00210.050ffd105bd4e006771ee63cabc59978,Y,N,N,N
0108.4506c2ef846b80b9a7beb90315b22701,Y,N,N,N
0112.ec411d26d1f4decc16af7ef73e69a227,Y,N,N,Y
00033.9babb58d9298daa2963d4f514193d7d6,Y,N,N,N
00187.efd97ab2034b3384606e21db00014ecb,Y,N,N,Y
0146.6656452972931e859e640f6ac57d2962,Y,N,N,N
0060.140f80780520fa19b360ddcb05838a67,Y,N,N,N
0392.9e194dfff92f7d9957171b04a8d4b957,Y,N,N,N
00500.85b72f09f6778a085dc8b6821965a76f,Y,N,N,N
00493.1c5f59825f7a246187c137614fb1ea82,Y,N,Y,N
00012.381e4f512915109ba1e0853a7a8407b2,Y,N,N,N
00487.139a2f4e8edbbdd64441536308169d74,Y,N,N,N
00159.b16f070a576c2eb1533aa9e2cf8e6b77,Y,N,N,N
00446.a54877313142d56c24d499d761c48fb1,Y,N,N,N
00149.c07359393107925a86798dd72d6a56b3,Y,N,N,N
0441.b820c1999715c2e5ded6418d2b17723c,Y,N,N,N
00327.7f21bc8575786a0e00341a6407b9f286,Y,N,N,N
0272.97ecf97bd5f1563ac88d9eb4c8a51062,Y,N,N,Y
00095.17594a58d6736a8f6a1990b0b92090cd,Y,N,N,Y
0278.229f1cdd03eb4e6ff86e9fd29551f577,Y,N,Y,N
0126.713b324e028cc69213e67ad3d7319f5d,Y,N,N,N
00458.62211764fde0dd7128ea4146268b40dd,Y,N,N,N
00080.5a7386cb47846dfef68429241ad80354,Y,N,N,Y
0246.3b997087302d48ff57ab5afb3d400d5b,Y,N,N,N
0440.16a3caff5b5788f2ae378850041252d7,Y,N,N,N
00005.57696a39d7d84318ce497886896bf90d,Y,N,N,N
0230.035bbcbe1235cb6fdd0a5d6d626dc5c4,Y,N,N,N
0068.1626952077798d4f2d5eb30e48bc49b3,Y,N,N,N
0153.eddc658b08a04641a2494ba6b6eb0a3c,Y,N,N,N
00224.0654fe0af51e1dcefa0eb66eb932f55f,Y,N,Y,N
00432.40ceb2dcb26e292ea6fd8669dfc9b4c5,Y,N,Y,N
00061.bec763248306fb3228141491856ed216,Y,Y,N,N
0344.8bbe5c7c8269a039761968a1b10a936a,Y,N,N,Y
0335.9822e1787fca0741a8501bdef7e8bc79,Y,N,N,N
0403.5aa6261d36d1362bcd181ed7738de7f7,Y,N,N,N
0232.0edc8786183135557c0f2da5a4460508,Y,N,N,Y
00284.4cdf4c9e9404c79c85ab5ac12ce39e85,Y,N,N,N
